survey_id,location,mpa,site_code,site_name,latitude,longitude,depth,survey_date,sampling_event,program,period,start_year_month,period_split,sampling_event_start_date,block,transect,id
5002346,Encounter,Encounter Marine Park,GSV93,Aldinga Reef,-35.26825,138.43202,6.1,2011-02-02,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002346_2011-02-02_6.1,5002346 2
5002351,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5,2011-02-01,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002351_2011-02-01_5,5002351 2
5002355,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.4,2011-02-01,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,1,Transect_5002355_2011-02-01_5.4,5002355 1
5002355,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.4,2011-02-01,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002355_2011-02-01_5.4,5002355 2
5002356,Encounter,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5,2011-02-01,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,1,Transect_5002356_2011-02-01_5,5002356 1
5002357,Encounter,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5,2011-02-02,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002357_2011-02-02_5,5002357 2
5002358,Encounter,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5.1,2011-02-02,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002358_2011-02-02_5.1,5002358 2
5002359,Encounter,Encounter Marine Park,GSV95,Lasseters Reef,-35.508379999999995,138.21873,5.2,2011-02-02,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002359_2011-02-02_5.2,5002359 2
5002362,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.2,2011-01-31,7,RLS,Pre-bloom,2011-01,Pre-bloom,2011-01-31,2,Transect_5002362_2011-01-31_5.2,5002362 2
812301011,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.1,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301011_2005-03-08_5.1,812301011 1
812301012,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.2,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301012_2005-03-08_5.2,812301012 1
812301013,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.3,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301013_2005-03-08_5.3,812301013 1
812301014,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.4,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301014_2005-03-08_5.4,812301014 1
812301021,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.1,2006-02-23,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301021_2006-02-23_5.1,812301021 1
812301022,Encounter,Encounter Marine Park,GSV1,Carrickalinga (toilet),-35.42445,138.31902,5.2,2006-02-23,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301022_2006-02-23_5.2,812301022 1
812301041,Encounter,Encounter Marine Park,GSV2,Haycock Point,-35.41506,138.32132,5.1,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301041_2005-03-08_5.1,812301041 1
812301051,Encounter,Encounter Marine Park,GSV2,Haycock Point,-35.41506,138.32132,5.1,2006-02-23,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301051_2006-02-23_5.1,812301051 1
812301071,Encounter,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.1,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301071_2005-03-08_5.1,812301071 1
812301072,Encounter,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.2,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301072_2005-03-08_5.2,812301072 1
812301073,Encounter,Encounter Marine Park,GSV3,Carrickalinga Head,-35.398,138.33591,5.3,2005-03-08,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301073_2005-03-08_5.3,812301073 1
812301101,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301101_2005-03-09_5.1,812301101 1
812301103,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.3,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301103_2005-03-09_5.3,812301103 1
812301104,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.4,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301104_2005-03-09_5.4,812301104 1
812301111,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2006-02-28,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301111_2006-02-28_5.1,812301111 1
812301112,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.2,2006-02-28,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301112_2006-02-28_5.2,812301112 1
812301121,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.1,2007-02-21,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301121_2007-02-21_5.1,812301121 1
812301122,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.2,2007-02-21,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301122_2007-02-21_5.2,812301122 1
812301123,Encounter,Encounter Marine Park,GSV4,Rapid Head,-35.52045,138.16443,5.3,2007-02-21,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301123_2007-02-21_5.3,812301123 1
812301132,Encounter,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,5.2,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301132_2005-03-09_5.2,812301132 1
812301133,Encounter,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,5.3,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301133_2005-03-09_5.3,812301133 1
812301134,Encounter,Encounter Marine Park,GSV5,Rapid Head South,-35.53145,138.1519,5.4,2005-03-09,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301134_2005-03-09_5.4,812301134 1
812301171,Encounter,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.1,2005-03-11,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301171_2005-03-11_5.1,812301171 1
812301172,Encounter,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.2,2005-03-11,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301172_2005-03-11_5.2,812301172 1
812301181,Encounter,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.1,2006-03-20,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301181_2006-03-20_5.1,812301181 1
812301183,Encounter,Encounter Marine Park,GSV7,Myponga South,-35.3882,138.3492,5.3,2006-03-20,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301183_2006-03-20_5.3,812301183 1
812301241,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.1,2006-02-27,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301241_2006-02-27_5.1,812301241 1
812301242,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.2,2006-02-27,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301242_2006-02-27_5.2,812301242 1
812301243,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.3,2006-02-27,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301243_2006-02-27_5.3,812301243 1
812301244,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.4,2006-02-27,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301244_2006-02-27_5.4,812301244 1
812301252,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.2,2007-02-25,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301252_2007-02-25_5.2,812301252 1
812301253,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.3,2007-02-25,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301253_2007-02-25_5.3,812301253 1
812301254,Encounter,Encounter Marine Park,GSV9,Dodd's Beach,-35.40416,138.33043,5.4,2007-02-25,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301254_2007-02-25_5.4,812301254 1
812301301,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.1,2005-03-12,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301301_2005-03-12_5.1,812301301 1
812301302,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.2,2005-03-12,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301302_2005-03-12_5.2,812301302 1
812301303,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.3,2005-03-12,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301303_2005-03-12_5.3,812301303 1
812301304,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.4,2005-03-12,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301304_2005-03-12_5.4,812301304 1
812301311,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.1,2006-02-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301311_2006-02-24_5.1,812301311 1
812301312,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.2,2006-02-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301312_2006-02-24_5.2,812301312 1
812301313,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.3,2006-02-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301313_2006-02-24_5.3,812301313 1
812301314,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.4,2006-02-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301314_2006-02-24_5.4,812301314 1
812301321,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.1,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301321_2007-04-10_5.1,812301321 1
812301322,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.2,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301322_2007-04-10_5.2,812301322 1
812301323,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.3,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301323_2007-04-10_5.3,812301323 1
812301324,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.4,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301324_2007-04-10_5.4,812301324 1
812301331,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.1,2007-09-24,4,ATRC,Pre-bloom,2007-09,Pre-bloom,2007-09-24,1,Transect_812301331_2007-09-24_5.1,812301331 1
812301332,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.2,2007-09-24,4,ATRC,Pre-bloom,2007-09,Pre-bloom,2007-09-24,1,Transect_812301332_2007-09-24_5.2,812301332 1
812301333,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.3,2007-09-24,4,ATRC,Pre-bloom,2007-09,Pre-bloom,2007-09-24,1,Transect_812301333_2007-09-24_5.3,812301333 1
812301334,Encounter,Encounter Marine Park,GSV11,Outside Granite island,-35.56754,138.63158,5.4,2007-09-24,4,ATRC,Pre-bloom,2007-09,Pre-bloom,2007-09-24,1,Transect_812301334_2007-09-24_5.4,812301334 1
812301382,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.2,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301382_2005-03-13_5.2,812301382 1
812301383,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.3,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301383_2005-03-13_5.3,812301383 1
812301384,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.4,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301384_2005-03-13_5.4,812301384 1
812301391,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.1,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301391_2007-11-09_5.1,812301391 1
812301392,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.2,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301392_2007-11-09_5.2,812301392 1
812301393,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.3,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301393_2007-11-09_5.3,812301393 1
812301394,Encounter,Encounter Marine Park,GSV14,Newland Head,-35.64094,138.52662,5.4,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301394_2007-11-09_5.4,812301394 1
812301401,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.1,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301401_2005-03-13_6.1,812301401 1
812301403,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.3,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301403_2005-03-13_6.3,812301403 1
812301404,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.4,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301404_2005-03-13_6.4,812301404 1
812301411,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.1,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301411_2007-04-10_6.1,812301411 1
812301412,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.2,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301412_2007-04-10_6.2,812301412 1
812301413,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.3,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301413_2007-04-10_6.3,812301413 1
812301414,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.4,2007-04-10,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301414_2007-04-10_6.4,812301414 1
812301421,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.1,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301421_2007-11-09_6.1,812301421 1
812301422,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.2,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301422_2007-11-09_6.2,812301422 1
812301423,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.3,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301423_2007-11-09_6.3,812301423 1
812301424,Encounter,Encounter Marine Park,GSV15,Flat Irons,-35.61781,138.55721,6.4,2007-11-09,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301424_2007-11-09_6.4,812301424 1
812301451,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.1,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301451_2005-03-13_5.1,812301451 1
812301452,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.2,2005-03-13,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301452_2005-03-13_5.2,812301452 1
812301462,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.2,2006-03-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301462_2006-03-24_5.2,812301462 1
812301463,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.3,2006-03-24,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301463_2006-03-24_5.3,812301463 1
812301473,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.3,2007-02-20,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301473_2007-02-20_5.3,812301473 1
812301474,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.4,2007-02-20,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301474_2007-02-20_5.4,812301474 1
812301481,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.1,2007-11-14,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301481_2007-11-14_5.1,812301481 1
812301483,Encounter,Encounter Marine Park,GSV17,The Bluff,-35.58887,138.60553000000002,5.3,2007-11-14,5,ATRC,Pre-bloom,2007-11,Pre-bloom,2007-11-09,1,Transect_812301483_2007-11-14_5.3,812301483 1
812301491,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.1,2005-03-14,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301491_2005-03-14_5.1,812301491 1
812301492,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2005-03-14,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301492_2005-03-14_5.2,812301492 1
812301493,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2005-03-14,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301493_2005-03-14_5.3,812301493 1
812301494,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.4,2005-03-14,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301494_2005-03-14_5.4,812301494 1
812301502,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.2,2006-03-10,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301502_2006-03-10_5.2,812301502 1
812301513,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.3,2007-02-24,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301513_2007-02-24_5.3,812301513 1
812301514,Encounter,Encounter Marine Park,GSV18,Morgans,-35.58845,138.10838,5.4,2007-02-24,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301514_2007-02-24_5.4,812301514 1
812301622,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.2,2005-03-15,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301622_2005-03-15_5.2,812301622 1
812301623,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.3,2005-03-15,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301623_2005-03-15_5.3,812301623 1
812301624,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.4,2005-03-15,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301624_2005-03-15_5.4,812301624 1
812301632,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,5.2,2006-03-07,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301632_2006-03-07_5.2,812301632 1
812301672,Encounter,Encounter Marine Park,GSV21,Cable Hut,-35.73268,138.0191,10.2,2007-02-27,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301672_2007-02-27_10.2,812301672 1
812301753,Encounter,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.3,2005-03-17,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301753_2005-03-17_5.3,812301753 1
812301754,Encounter,Encounter Marine Park,GSV24,Ripple Rock,-35.3841,138.35586999999998,5.4,2005-03-17,1,ATRC,Pre-bloom,2005-03,Pre-bloom,2005-03-08,1,Transect_812301754_2005-03-17_5.4,812301754 1
812301822,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.2,2006-02-28,2,ATRC,Pre-bloom,2006-02,Pre-bloom,2006-02-23,1,Transect_812301822_2006-02-28_5.2,812301822 1
812301831,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.1,2007-02-19,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301831_2007-02-19_5.1,812301831 1
812301833,Encounter,Encounter Marine Park,GSV26,2nd Valley Boat Shed,-35.50945,138.21448999999998,5.3,2007-02-19,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301833_2007-02-19_5.3,812301833 1
812301921,Encounter,Encounter Marine Park,GSV30,Porpoise Head,-35.66193,138.21451000000002,5.1,2007-02-23,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301921_2007-02-23_5.1,812301921 1
812301922,Encounter,Encounter Marine Park,GSV30,Porpoise Head,-35.66193,138.21451000000002,5.2,2007-02-23,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301922_2007-02-23_5.2,812301922 1
812301923,Encounter,Encounter Marine Park,GSV30,Porpoise Head,-35.66193,138.21451000000002,5.3,2007-02-23,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301923_2007-02-23_5.3,812301923 1
812301924,Encounter,Encounter Marine Park,GSV30,Porpoise Head,-35.66193,138.21451000000002,5.4,2007-02-23,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301924_2007-02-23_5.4,812301924 1
812301964,Encounter,Encounter Marine Park,GSV34,Nev's Windmills,-35.5526,138.12984,5.4,2007-02-24,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812301964_2007-02-24_5.4,812301964 1
812302011,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.1,2007-03-22,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812302011_2007-03-22_5.1,812302011 1
812302012,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.2,2007-03-22,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812302012_2007-03-22_5.2,812302012 1
812302013,Encounter,Encounter Marine Park,GSV39,Fishery Beach,-35.63411,138.11183,5.3,2007-03-22,3,ATRC,Pre-bloom,2007-02,Pre-bloom,2007-02-19,1,Transect_812302013_2007-03-22_5.3,812302013 1
